record_id,shift,machine_type,operator_level,zone,maintenance_status,ppe_compliance,temperature_c,distance_cm,vibration_mm_s,humidity_pct,pressure_bar,noise_db,runtime_min,operator_fatigue_score,near_miss_last_30d,inspection_delay_days,crew_size,risk_level
833,morning,press_B,junior,heat_area,on_time,ok,44.86,81.34,5.01,42.6,6.2,75.81,88.2,3.6,2,6,3,safe
834,morning,cutter_D,junior,maintenance,on_time,partial,,101.66,6.12,53.25,4.8,90.54,181.8,3.1,0,8,3,safe
835,afternoon,furnace_C,junior,assembly,on_time,partial,57.75,135.47,5.16,48.06,5.8,77.58,79.2,6.5,2,3,2,safe
836,afternoon,press_B,junior,heat_area,on_time,ok,45.56,113.36,6.45,53.73,6.17,78.47,220.7,5.6,0,2,1,safe
837,night,press_A,junior,heat_area,on_time,ok,74.31,55.01,9.38,58.22,7.68,85.37,79.0,9.0,3,7,2,unsafe
838,afternoon,press_A,senior,loading,delayed,ok,45.73,129.24,5.38,58.07,7.03,97.96,96.8,6.2,1,9,4,unsafe
839,afternoon,press_A,mid,maintenance,on_time,ok,11.56,69.52,1.73,41.46,6.41,87.0,43.4,1.9,3,2,1,safe
840,afternoon,press_A,mid,assembly,on_time,missing,48.07,36.75,7.32,36.28,5.46,78.2,220.9,3.1,4,5,3,unsafe
841,morning,cutter_D,mid,maintenance,on_time,partial,39.82,83.98,9.2,87.04,6.99,83.03,205.0,7.7,1,5,3,unsafe
842,afternoon,furnace_C,mid,maintenance,delayed,ok,55.1,140.34,7.36,45.22,6.9,74.28,60.5,4.4,1,3,3,safe
843,morning,press_B,mid,assembly,on_time,ok,39.58,95.78,3.11,61.79,7.49,70.45,111.6,7.3,2,8,2,unsafe
844,night,press_A,mid,heat_area,on_time,ok,63.68,80.44,5.23,29.49,8.58,76.03,106.6,5.9,2,4,2,unsafe
845,morning,cutter_D,mid,heat_area,on_time,partial,67.44,147.3,3.04,48.09,7.1,76.05,101.7,2.8,3,4,2,safe
846,afternoon,furnace_C,junior,maintenance,on_time,ok,59.4,39.9,6.91,50.22,7.19,84.88,314.8,4.7,0,4,1,unsafe
847,morning,press_A,mid,assembly,on_time,ok,39.93,35.0,2.53,58.62,6.67,69.36,101.0,,1,7,1,safe
848,night,furnace_C,mid,loading,delayed,,55.5,41.45,5.84,13.89,6.88,93.0,81.4,5.0,0,6,1,unsafe
849,afternoon,press_B,senior,heat_area,on_time,ok,54.24,103.04,3.29,54.33,6.26,85.77,46.4,5.2,1,2,2,safe
850,afternoon,press_A,mid,loading,on_time,ok,34.37,93.83,5.78,35.9,5.9,79.18,83.7,5.9,1,4,2,safe
851,morning,press_B,mid,heat_area,delayed,ok,60.95,144.0,5.69,56.54,7.75,79.0,251.8,1.5,3,2,2,safe
852,afternoon,press_B,junior,loading,delayed,missing,49.52,106.52,6.89,37.49,7.74,73.98,145.4,5.3,3,5,2,unsafe
853,morning,press_A,mid,maintenance,on_time,partial,62.49,65.85,5.55,40.02,7.16,81.43,145.6,3.6,2,3,2,unsafe
854,night,cutter_D,junior,maintenance,on_time,partial,59.06,90.06,3.33,48.17,7.93,94.79,86.5,5.3,4,8,2,unsafe
855,morning,cutter_D,junior,maintenance,on_time,ok,35.77,94.12,6.88,37.27,4.65,76.67,232.2,5.6,1,4,2,safe
856,morning,furnace_C,junior,assembly,on_time,ok,65.84,31.49,5.39,45.34,4.73,65.2,170.8,4.1,0,6,3,unsafe
857,morning,press_B,mid,loading,delayed,ok,32.59,192.86,4.33,35.29,7.6,85.33,102.5,7.7,1,5,1,safe
858,afternoon,press_B,junior,assembly,delayed,ok,52.35,108.2,11.43,26.34,6.36,81.92,74.9,7.8,2,5,4,unsafe
859,afternoon,furnace_C,junior,heat_area,critical,partial,59.8,97.35,8.85,66.25,10.39,68.92,124.9,7.8,0,4,1,unsafe
860,morning,press_B,senior,heat_area,on_time,ok,41.72,111.53,5.16,33.86,7.97,72.4,78.3,3.8,0,4,4,safe
861,night,press_A,junior,heat_area,on_time,ok,57.36,104.83,8.61,49.5,6.4,73.27,117.4,4.7,1,5,3,unsafe
862,afternoon,press_B,mid,heat_area,on_time,partial,21.91,85.08,9.55,62.54,6.63,72.48,138.7,5.0,4,4,3,unsafe
863,afternoon,cutter_D,mid,maintenance,delayed,,22.99,67.91,6.18,43.39,5.88,80.09,88.6,4.5,1,1,4,unsafe
864,afternoon,press_B,junior,assembly,on_time,ok,41.87,110.98,6.26,40.45,7.34,76.6,30.2,4.0,2,2,1,safe
865,afternoon,press_A,mid,loading,on_time,ok,44.99,101.5,3.33,55.17,6.65,73.14,160.6,2.3,0,8,2,safe
866,afternoon,cutter_D,junior,heat_area,delayed,ok,49.57,61.65,6.18,67.65,5.91,76.18,90.0,5.2,1,8,2,unsafe
867,morning,press_A,mid,assembly,delayed,ok,25.05,129.67,6.06,35.63,6.14,76.94,138.1,4.0,0,6,2,safe
868,morning,press_A,mid,assembly,delayed,ok,34.19,90.27,6.91,49.9,8.25,80.51,120.1,6.2,2,4,2,safe
869,night,press_A,mid,maintenance,on_time,ok,48.69,105.54,6.23,27.75,8.3,78.15,287.8,7.6,1,2,2,safe
870,night,press_B,mid,maintenance,delayed,missing,50.98,138.72,7.73,46.5,7.63,91.43,130.5,8.5,3,4,1,unsafe
871,afternoon,cutter_D,junior,maintenance,delayed,ok,43.81,90.77,7.02,52.48,4.76,87.57,204.0,2.7,1,5,2,unsafe
872,morning,press_B,junior,maintenance,on_time,ok,,101.09,2.84,40.04,8.0,64.68,105.4,6.1,2,9,2,unsafe
873,afternoon,press_A,mid,assembly,on_time,ok,48.77,108.35,3.44,45.6,8.52,83.71,79.0,3.3,1,7,3,safe
874,afternoon,cutter_D,mid,heat_area,on_time,ok,45.03,64.63,4.3,32.28,8.28,88.45,164.2,2.2,2,5,4,safe
875,morning,cutter_D,senior,loading,critical,partial,,99.89,7.18,53.08,7.45,79.09,86.6,3.9,3,6,2,unsafe
876,morning,cutter_D,senior,heat_area,on_time,ok,,94.39,7.81,66.78,8.35,69.54,186.0,7.0,1,4,2,safe
877,afternoon,press_A,senior,heat_area,on_time,ok,52.7,46.54,2.94,36.64,6.57,79.07,64.4,4.0,1,2,2,unsafe
878,afternoon,press_B,mid,heat_area,on_time,ok,67.35,171.12,4.71,43.28,8.12,78.93,153.4,8.1,2,5,3,unsafe
879,morning,cutter_D,junior,loading,delayed,partial,52.22,48.74,8.6,59.04,5.61,72.91,128.7,6.5,0,4,1,unsafe
880,morning,cutter_D,mid,loading,on_time,ok,60.82,52.57,4.84,68.97,6.88,69.94,260.3,4.0,1,3,4,unsafe
881,morning,press_A,mid,assembly,on_time,partial,40.37,126.0,6.51,31.1,8.23,78.21,161.3,7.2,2,2,2,safe
882,afternoon,press_A,junior,heat_area,on_time,ok,70.15,104.96,5.19,49.64,5.73,76.9,121.1,6.2,3,8,2,unsafe
883,morning,press_B,senior,loading,critical,ok,41.68,62.09,8.36,55.96,6.18,75.24,193.2,2.8,0,2,4,unsafe
884,morning,cutter_D,senior,loading,on_time,ok,61.66,119.26,5.0,50.57,6.63,82.25,29.9,8.7,0,5,4,unsafe
885,night,press_B,mid,assembly,on_time,missing,43.74,141.37,6.97,17.32,7.01,71.08,171.5,,0,5,3,safe
886,morning,press_B,junior,loading,delayed,missing,52.49,96.94,3.1,59.02,8.14,75.09,179.2,5.3,1,3,1,unsafe
887,afternoon,press_A,junior,assembly,on_time,ok,61.7,170.96,4.7,73.27,5.91,83.8,189.5,3.5,3,4,3,safe
888,morning,furnace_C,senior,heat_area,critical,ok,63.68,29.66,8.45,53.63,8.23,75.85,182.7,7.3,0,4,2,unsafe
889,morning,cutter_D,senior,loading,on_time,ok,46.62,122.28,6.67,37.56,4.82,67.95,168.0,5.9,1,4,2,safe
890,morning,press_B,junior,loading,on_time,ok,109.25721113023965,138.83,8.78,,8.93,74.75,107.9,6.6,1,6,2,unsafe
891,afternoon,cutter_D,junior,heat_area,on_time,ok,52.4,121.2,4.64,76.78,5.51,73.37,140.2,4.2,2,8,2,safe
892,night,cutter_D,senior,loading,on_time,partial,28.15,90.85,8.75,64.74,4.17,87.4,92.8,8.0,2,0,3,safe
893,night,press_A,junior,loading,delayed,missing,69.72,77.83,5.05,60.96,6.81,83.87,82.3,8.6,0,4,2,unsafe
894,afternoon,press_B,mid,loading,on_time,ok,38.36,113.55,8.42,56.99,6.97,64.07,110.3,3.4,1,5,4,safe
895,afternoon,press_A,senior,loading,delayed,ok,45.91,116.55,8.3,42.74,5.06,85.83,117.7,1.8,3,1,2,unsafe
896,morning,cutter_D,junior,loading,on_time,partial,57.87,119.09,3.49,49.19,4.31,72.99,157.2,6.5,0,1,1,unsafe
897,morning,furnace_C,mid,heat_area,on_time,partial,58.7,126.4,6.18,50.91,5.99,93.03,240.2,1.5,1,3,3,safe
898,night,furnace_C,junior,assembly,on_time,ok,43.91,54.34,5.39,59.69,7.27,80.56,202.1,7.0,3,4,3,unsafe
899,morning,cutter_D,junior,heat_area,critical,ok,57.04,82.03,9.18,73.12,7.26,71.78,150.9,4.4,2,4,4,unsafe
900,morning,press_B,senior,heat_area,on_time,ok,32.48,57.1,5.01,67.66,7.37,68.72,225.5,7.4,5,3,3,unsafe
901,morning,cutter_D,mid,loading,on_time,ok,40.55,84.49,4.82,32.13,7.12,86.13,131.1,4.0,0,5,2,safe
902,morning,press_B,senior,heat_area,on_time,ok,56.94,125.53,8.51,55.14,7.26,75.48,169.2,,2,4,4,unsafe
903,morning,press_A,mid,heat_area,on_time,ok,50.76,83.78,5.28,62.31,4.64,78.13,108.2,,0,6,4,unsafe
904,afternoon,furnace_C,junior,assembly,on_time,ok,37.48,181.24,7.32,60.66,4.15,93.52,129.4,7.4,1,1,2,safe
905,afternoon,cutter_D,junior,heat_area,critical,ok,73.13,96.77,7.3,43.19,6.24,76.71,113.5,9.6,1,4,2,unsafe
906,night,press_B,junior,heat_area,on_time,ok,55.24,92.09,9.17,92.8,7.09,81.54,51.5,4.5,1,5,2,unsafe
907,night,cutter_D,junior,loading,delayed,ok,61.17,101.72,5.01,34.12,7.61,97.78,52.1,7.3,2,4,2,unsafe
908,morning,cutter_D,junior,assembly,on_time,partial,40.88,67.68,4.15,36.84,7.48,85.43,60.9,10.5,0,6,4,safe
909,morning,press_A,junior,loading,delayed,partial,33.44,85.98,9.85,55.27,7.29,64.54,151.5,5.4,0,4,1,unsafe
910,afternoon,cutter_D,mid,maintenance,critical,ok,47.23,129.47,6.82,81.64,6.14,87.55,242.9,4.9,1,3,3,unsafe
911,afternoon,press_A,mid,assembly,on_time,ok,41.41,83.99,9.02,40.29,4.71,68.53,225.1,6.5,0,2,2,unsafe
912,morning,press_A,mid,heat_area,critical,missing,39.87,52.23,9.76,48.28,7.04,91.66,50.2,4.9,1,3,2,unsafe
913,afternoon,press_A,mid,assembly,on_time,ok,61.64,47.62,5.16,67.08,7.18,71.59,170.1,1.2,4,3,3,unsafe
914,afternoon,cutter_D,junior,loading,critical,ok,36.53,82.24,3.81,51.75,3.39,109.73,98.6,7.7,1,5,2,unsafe
915,afternoon,furnace_C,junior,loading,delayed,ok,33.92,100.59,6.46,47.32,4.92,92.21,81.0,1.1,0,4,2,safe
916,afternoon,press_A,mid,heat_area,on_time,ok,69.94,121.78,5.72,59.92,5.6,71.83,138.0,3.9,0,3,4,unsafe
917,morning,press_B,mid,heat_area,on_time,ok,47.95,43.08,8.07,55.82,7.45,79.18,97.2,7.3,0,4,3,safe
918,night,furnace_C,junior,maintenance,on_time,partial,48.71,78.81,8.99,66.43,4.96,87.78,57.8,6.0,1,6,2,unsafe
919,night,press_A,senior,assembly,on_time,ok,22.82,85.05,3.99,70.08,6.45,88.05,74.4,4.7,0,3,2,safe
920,morning,cutter_D,mid,assembly,on_time,ok,64.89,25.82,7.26,56.3,6.23,86.98,107.7,6.6,0,3,2,unsafe
921,night,cutter_D,mid,maintenance,on_time,missing,28.53,60.82,7.18,56.08,6.29,120.49925059749309,238.8,4.4,1,3,3,unsafe
922,afternoon,press_B,junior,loading,on_time,ok,44.7,74.2,7.86,55.0,6.37,77.89,47.7,2.7,1,5,3,unsafe
923,night,cutter_D,mid,maintenance,delayed,ok,54.95,62.14,7.6,58.85,5.67,81.7,65.7,6.8,1,5,2,unsafe
924,night,press_B,mid,loading,on_time,ok,49.06,104.72,1.23,52.77,5.9,77.88,112.5,5.8,0,4,3,safe
925,afternoon,cutter_D,mid,maintenance,on_time,ok,43.28,84.38,5.16,51.99,6.99,90.73,85.7,2.2,1,4,1,safe
926,morning,furnace_C,mid,heat_area,on_time,ok,45.58,70.56,2.96,68.75,6.74,82.29,160.2,6.1,2,3,1,unsafe
927,morning,furnace_C,senior,loading,on_time,ok,46.28,112.98,5.05,73.23,5.0,81.62,114.1,5.8,0,7,2,unsafe
928,afternoon,press_A,mid,maintenance,on_time,ok,46.25,140.31,7.66,30.89,8.48,86.16,57.2,4.0,0,3,2,safe
929,afternoon,cutter_D,junior,loading,on_time,ok,34.55,155.37,6.17,52.14,6.09,64.54,98.3,4.7,0,7,1,safe
930,morning,press_B,mid,assembly,critical,ok,46.44,22.7,10.33,42.36,9.29,81.79,141.0,5.8,2,2,3,unsafe
931,morning,press_A,mid,heat_area,delayed,ok,62.18,,7.25,47.65,5.67,80.97,179.5,7.3,3,7,2,unsafe
932,night,press_A,mid,assembly,on_time,ok,55.55,73.77,2.64,57.64,3.87,96.02,65.3,5.6,2,4,3,safe
933,night,furnace_C,junior,assembly,delayed,ok,41.29,95.43,0.95,61.37,6.52,67.24,145.6,8.1,2,5,3,safe
934,afternoon,press_B,junior,heat_area,on_time,ok,80.36,76.06,5.83,,7.62,93.01,109.2,6.5,0,4,3,unsafe
935,morning,furnace_C,senior,loading,delayed,missing,65.21,102.12,6.03,25.21,6.04,79.68,224.1,6.6,1,5,2,unsafe
936,morning,cutter_D,mid,loading,delayed,ok,43.98,103.3,4.35,38.49,5.67,87.4,99.0,,1,7,2,safe
937,morning,press_A,senior,heat_area,on_time,ok,67.07,59.74,1.76,64.55,6.46,94.08,58.0,2.9,0,6,3,unsafe
938,night,furnace_C,mid,loading,on_time,partial,84.38,66.63,3.88,13.63,5.34,86.05,89.0,5.2,3,2,2,unsafe
939,morning,press_A,mid,assembly,on_time,ok,26.74,64.3,5.07,68.62,6.11,82.6,39.1,5.5,1,5,3,safe
940,afternoon,cutter_D,mid,assembly,on_time,ok,41.3,98.2,6.96,59.3,7.59,85.18,41.6,8.6,2,3,2,unsafe
941,morning,cutter_D,senior,assembly,delayed,partial,15.46,110.96,6.91,70.43,6.74,78.65,47.6,3.8,0,3,2,safe
942,afternoon,press_B,mid,heat_area,on_time,partial,56.31,119.87,9.04,49.22,8.09,78.74,160.9,,0,8,3,unsafe
943,afternoon,furnace_C,mid,assembly,,ok,60.38,72.7,4.22,23.14,5.7,72.56,151.8,4.1,3,5,4,unsafe
944,night,press_B,junior,heat_area,critical,ok,53.53,99.93,9.74,58.03,6.86,80.6,165.4,6.9,3,3,1,unsafe
945,morning,press_B,mid,heat_area,on_time,ok,46.15,123.69,5.6,69.85,5.8,57.98,93.5,8.0,3,3,1,unsafe
946,morning,cutter_D,mid,maintenance,delayed,partial,19.41,130.8,8.03,64.95,6.02,86.86,75.4,,4,3,3,unsafe
947,morning,press_B,junior,assembly,delayed,ok,107.44621227665864,87.94,5.54,42.72,2.98,77.9,340.5,2.7,1,4,1,safe
948,night,press_B,junior,loading,critical,ok,61.47,90.27,10.16,,6.53,77.97,136.9,5.5,0,3,1,unsafe
949,night,press_B,junior,loading,critical,partial,36.91,104.69,8.45,44.54,7.19,82.98,70.6,9.3,0,6,2,unsafe
950,afternoon,cutter_D,junior,loading,delayed,ok,49.28,57.76,5.01,40.53,7.23,70.1,254.9,5.6,0,3,2,unsafe
951,afternoon,press_B,junior,maintenance,on_time,partial,25.18,83.22,5.47,65.38,6.95,96.36,236.5,2.9,3,6,2,safe
952,afternoon,press_A,mid,assembly,delayed,ok,49.49,106.06,5.97,35.23,6.95,78.08,174.0,3.1,0,4,2,safe
953,morning,furnace_C,senior,assembly,on_time,ok,51.28,112.47,6.58,39.49,3.17,77.69,116.9,6.3,0,5,4,safe
954,night,cutter_D,mid,maintenance,delayed,ok,34.85,80.54,3.9,,6.43,76.31,81.4,8.3,0,10,3,safe
955,afternoon,press_A,junior,heat_area,critical,partial,44.88,87.62,7.74,31.14,4.32,79.22,101.1,5.3,0,4,4,unsafe
956,afternoon,press_A,junior,loading,on_time,ok,39.28,,6.37,54.05,4.93,91.48,220.4,10.5,1,3,2,unsafe
957,afternoon,press_A,mid,loading,on_time,ok,48.59,112.62,5.57,68.26,6.26,88.32,86.9,6.5,1,4,1,unsafe
958,morning,press_B,junior,loading,on_time,ok,28.25,95.28,8.46,49.41,8.96,86.69,63.9,4.8,1,0,4,safe
959,morning,press_B,senior,maintenance,on_time,ok,39.23,80.34,7.2,30.92,7.78,83.92,172.6,3.1,1,5,1,safe
960,afternoon,furnace_C,mid,maintenance,on_time,missing,55.5,77.34,5.48,63.76,6.02,75.77,124.9,2.8,0,6,3,unsafe
961,morning,furnace_C,mid,loading,delayed,ok,42.81,95.8,6.98,75.6,5.97,65.95,88.7,5.5,0,3,1,safe
962,afternoon,furnace_C,junior,heat_area,critical,ok,87.56,74.32,8.45,42.95,5.07,77.19,93.1,4.3,0,5,3,unsafe
963,morning,press_B,mid,maintenance,critical,missing,33.76,113.04,8.69,45.3,6.59,76.88,36.0,8.3,1,6,4,unsafe
964,afternoon,cutter_D,junior,assembly,on_time,ok,35.97,76.17,1.48,,7.06,92.44,96.5,8.4,1,4,2,safe
965,morning,press_B,senior,assembly,delayed,ok,32.26,145.75,5.84,74.71,5.5,81.78,210.4,6.1,1,3,2,safe
966,afternoon,cutter_D,mid,maintenance,delayed,ok,65.58,141.28,3.23,44.72,7.27,97.51,75.9,2.3,1,3,2,safe
967,afternoon,furnace_C,junior,heat_area,on_time,partial,72.63,58.8,8.31,33.35,5.49,89.78,368.2,3.9,0,3,2,unsafe
968,morning,press_A,junior,assembly,on_time,ok,32.76,82.44,5.37,,7.57,74.89,126.3,7.9,2,4,2,safe
969,afternoon,furnace_C,junior,assembly,on_time,ok,69.27,67.23,5.07,63.19,7.25,62.84,25.4,4.1,2,5,3,unsafe
970,afternoon,press_B,mid,maintenance,critical,ok,46.41,78.57,9.77,52.09,5.12,91.47,55.2,7.2,2,3,2,unsafe
971,afternoon,furnace_C,junior,heat_area,on_time,ok,69.09,160.08,6.43,44.19,5.24,91.23,10.5,6.3,1,2,2,unsafe
972,night,press_A,mid,loading,delayed,ok,39.87,77.24,4.02,65.92,5.39,68.7,143.3,6.3,5,5,2,unsafe
973,afternoon,press_A,junior,assembly,on_time,ok,35.01,92.61,5.34,59.39,4.14,92.58,75.8,3.8,2,6,2,unsafe
974,morning,cutter_D,mid,loading,delayed,ok,48.05,116.95,5.76,41.24,5.16,86.44,174.6,4.6,4,3,1,unsafe
975,morning,press_A,senior,loading,on_time,ok,37.46,52.98,1.66,52.69,9.67,80.45,227.7,5.2,2,7,3,unsafe
976,morning,cutter_D,mid,heat_area,on_time,ok,75.8,60.07,3.98,33.08,7.29,97.53,192.2,7.0,0,5,3,unsafe
977,afternoon,press_A,mid,heat_area,on_time,ok,38.77,37.79,5.1,61.6,8.99,91.1,190.0,2.9,1,2,2,safe
978,morning,furnace_C,junior,assembly,on_time,partial,74.43,58.99,5.25,48.33,7.08,84.86,101.2,4.7,1,6,2,unsafe
979,afternoon,furnace_C,junior,maintenance,delayed,partial,54.66,10.0,3.24,45.9,5.04,83.26,77.0,5.4,1,6,3,unsafe
980,afternoon,press_B,mid,loading,on_time,ok,,117.06,8.03,51.54,6.8,84.55,164.5,6.2,3,3,2,safe
981,morning,press_B,junior,maintenance,delayed,ok,54.0,161.9,6.28,52.56,8.06,75.4,80.2,3.4,2,7,1,safe
982,night,press_A,mid,heat_area,on_time,ok,46.44,85.17,5.58,64.53,7.07,80.5,103.0,3.4,0,6,3,safe
983,morning,press_A,junior,loading,on_time,missing,54.37,38.43,6.38,60.28,5.75,70.88,81.9,6.7,0,5,2,unsafe
984,morning,press_B,junior,loading,on_time,partial,111.84462214112357,75.5,3.77,49.81,5.34,76.0,87.3,2.1,0,4,2,safe
985,afternoon,furnace_C,junior,loading,on_time,partial,47.36,81.94,6.5,62.69,10.27,75.7,171.0,,0,3,4,safe
986,afternoon,cutter_D,senior,maintenance,critical,ok,32.91,54.38,6.99,57.61,6.32,77.28,84.5,4.5,0,4,2,unsafe
987,afternoon,cutter_D,junior,heat_area,on_time,ok,38.96,120.11,3.53,46.03,6.08,84.23,172.6,2.1,4,6,4,unsafe
988,afternoon,cutter_D,mid,assembly,delayed,ok,41.42,118.36,7.76,50.25,6.65,80.08,227.0,3.8,1,6,2,safe
989,morning,cutter_D,junior,loading,critical,ok,48.63,57.56,11.08,49.92,6.18,87.52,94.9,6.1,0,3,3,unsafe
990,night,furnace_C,mid,loading,on_time,ok,64.43,123.38,7.09,59.07,6.16,66.4,69.1,5.1,3,5,2,unsafe
991,night,press_A,junior,loading,on_time,missing,46.89,141.44,7.53,46.86,8.17,79.98,204.6,6.7,1,9,1,unsafe
992,afternoon,cutter_D,senior,assembly,delayed,ok,36.01,156.59,5.35,46.53,6.34,84.18,147.8,6.4,0,8,3,safe
993,morning,furnace_C,senior,heat_area,critical,ok,70.43,190.28,4.29,79.56,4.49,76.2,83.2,4.4,2,6,3,safe
994,afternoon,furnace_C,junior,heat_area,critical,ok,67.49,58.43,11.08,65.16,5.79,77.45,105.9,3.3,2,4,2,unsafe
995,afternoon,press_A,senior,heat_area,on_time,partial,65.23,178.85,10.02,41.35,5.9,64.73,154.2,4.2,0,6,3,safe
996,morning,press_B,senior,loading,delayed,ok,53.32,85.6,9.89,59.99,9.15,82.21,51.1,7.8,0,5,2,unsafe
997,night,press_B,senior,loading,on_time,ok,44.37,77.26,4.76,53.66,8.82,86.83,273.9,9.7,2,5,3,unsafe
998,morning,cutter_D,senior,assembly,critical,partial,33.23,101.45,5.26,57.48,6.64,87.44,196.3,0.6,0,2,3,unsafe
999,night,press_B,junior,heat_area,critical,ok,46.16,69.63,5.46,53.92,5.64,90.35,127.6,9.0,1,3,1,unsafe
1000,afternoon,press_B,mid,heat_area,on_time,ok,47.4,103.97,1.8,68.65,5.71,80.81,267.1,5.3,1,4,2,safe
1001,morning,cutter_D,junior,assembly,on_time,ok,40.22,43.8,5.26,56.84,6.52,87.31,245.4,7.2,0,2,2,safe
1002,afternoon,press_A,junior,loading,on_time,ok,47.22,79.64,9.03,51.13,6.94,80.4,114.6,4.1,2,6,4,safe
1003,night,press_B,senior,maintenance,on_time,partial,52.58,135.0,5.19,66.59,6.81,87.19,110.0,2.5,2,6,2,safe
1004,afternoon,press_A,junior,heat_area,delayed,partial,53.39,78.0,7.17,55.27,5.88,64.8,112.3,6.5,0,2,3,unsafe
1005,night,furnace_C,mid,loading,on_time,ok,,102.96,8.53,53.7,5.23,72.96,167.1,4.2,3,6,1,unsafe
1006,afternoon,cutter_D,senior,maintenance,on_time,ok,45.72,106.63,4.61,56.4,6.47,97.28,160.6,1.9,2,2,3,safe
1007,afternoon,press_A,senior,maintenance,on_time,ok,37.81,120.97,9.98,50.69,3.4,56.86,41.5,2.0,1,2,3,safe
1008,night,cutter_D,senior,assembly,critical,ok,32.9,32.07,12.18,,5.07,83.74,155.1,7.5,0,5,3,unsafe
1009,morning,press_A,junior,maintenance,on_time,ok,22.93,100.46,5.21,43.79,5.68,89.55,154.6,5.6,1,4,4,safe
1010,afternoon,cutter_D,junior,heat_area,on_time,ok,,80.62,4.23,41.48,8.07,82.16,25.7,6.9,0,3,1,unsafe
1011,morning,cutter_D,mid,heat_area,on_time,ok,59.68,95.83,7.03,38.02,5.44,79.35,112.9,6.2,1,5,2,safe
1012,night,cutter_D,junior,assembly,critical,partial,35.57,127.1,7.04,32.51,6.73,86.16,131.6,5.8,5,5,4,unsafe
1013,night,press_A,junior,heat_area,delayed,ok,51.15,38.2,3.96,39.68,6.79,77.82,46.6,6.6,1,5,2,unsafe
1014,morning,cutter_D,junior,assembly,on_time,ok,49.6,54.56,8.32,49.56,8.19,83.28,62.8,4.2,1,3,3,safe
1015,afternoon,furnace_C,mid,assembly,on_time,ok,62.25,22.26,8.18,53.44,7.64,72.85,80.2,4.4,1,2,3,unsafe
1016,night,press_B,mid,heat_area,on_time,partial,41.05,70.78,5.84,48.2,7.23,90.98,168.2,4.2,0,9,3,safe
1017,morning,cutter_D,junior,maintenance,on_time,ok,55.96,136.57,2.72,,5.88,95.81,232.5,6.1,1,7,2,unsafe
1018,afternoon,press_A,mid,maintenance,on_time,ok,57.53,75.78,2.8,74.04,5.64,77.8,162.7,7.1,2,5,2,unsafe
1019,night,cutter_D,junior,heat_area,critical,ok,40.44,43.1,8.04,67.21,6.19,72.52,135.2,5.0,0,7,3,unsafe
1020,morning,press_A,junior,maintenance,on_time,ok,34.11,63.0,4.4,58.24,5.94,74.29,180.9,8.0,1,5,2,unsafe
1021,afternoon,furnace_C,mid,maintenance,delayed,ok,70.29,37.92,5.75,78.7,6.72,77.34,24.9,5.0,0,7,3,unsafe
1022,morning,press_B,mid,loading,on_time,partial,42.24,58.62,7.75,38.32,7.85,83.55,223.1,5.3,0,7,2,unsafe
1023,night,press_A,mid,assembly,delayed,missing,17.36,93.61,8.11,78.43,7.27,71.93,118.7,2.6,0,3,2,safe
1024,night,press_A,junior,loading,delayed,partial,27.2,46.91,9.53,,8.14,74.08,209.3,2.9,0,3,2,unsafe
1025,night,press_A,senior,maintenance,on_time,ok,41.01,118.94,3.32,55.34,8.92,85.6,175.1,6.5,2,3,4,safe
1026,afternoon,press_B,mid,loading,on_time,ok,30.04,95.51,4.74,34.17,7.46,87.45,83.2,,1,7,2,safe
1027,night,press_B,mid,heat_area,on_time,ok,49.04,93.0,7.17,52.21,8.73,75.41,143.9,4.8,1,5,2,safe
1028,night,furnace_C,mid,heat_area,on_time,missing,66.39,80.26,6.49,57.41,5.54,69.0,87.2,9.7,3,5,4,unsafe
1029,morning,press_A,senior,loading,on_time,ok,61.55,115.05,8.87,49.83,8.04,108.56,159.7,6.3,0,2,3,safe
1030,night,press_A,mid,heat_area,on_time,ok,50.51,107.41,6.43,61.99,7.88,88.05,290.3,4.3,4,9,4,unsafe
1031,morning,furnace_C,mid,assembly,critical,ok,68.87,101.73,11.87,53.39,7.31,76.6,160.1,4.9,4,7,1,unsafe
1032,afternoon,press_A,senior,heat_area,on_time,ok,71.15,99.77,6.69,44.69,6.62,86.82,26.8,10.0,0,3,3,safe
1033,morning,cutter_D,mid,maintenance,delayed,ok,,82.58,8.84,44.06,5.63,81.88,81.1,2.2,3,6,2,unsafe
1034,morning,cutter_D,mid,maintenance,on_time,ok,47.42,108.98,4.79,63.35,4.69,90.8,196.4,5.9,1,5,3,safe
1035,morning,furnace_C,mid,assembly,delayed,ok,32.44,78.17,6.53,42.85,5.95,80.43,78.6,4.1,1,1,3,safe
1036,afternoon,furnace_C,junior,maintenance,on_time,partial,61.53,90.08,7.5,64.82,7.99,79.82,227.9,6.8,1,8,2,unsafe
1037,morning,cutter_D,junior,heat_area,delayed,ok,66.58,80.39,10.05,69.12,6.1,81.98,70.8,8.0,0,2,2,unsafe
1038,afternoon,press_A,mid,loading,on_time,ok,43.03,72.0,7.1,28.64,7.52,65.97,212.9,4.0,1,5,3,unsafe
1039,morning,press_A,senior,loading,on_time,ok,64.94,,5.32,67.86,7.6,96.44,96.4,7.1,3,8,1,unsafe
1040,morning,press_A,senior,maintenance,on_time,ok,54.32,96.37,8.53,80.85,6.13,70.53,168.5,9.5,1,2,3,unsafe
